chrom	start	end	score
chr3	27525344	27525575	1
chr3	27525348	27525724	1
chr3	27525353	27525668	1
chr3	27525353	27525678	1
chr3	27525363	27525653	1
chr3	27525364	27525761	2
chr3	27525365	27525400	1
chr3	27525369	27525696	1
chr3	27525369	27525734	2
chr3	27525374	27525553	3
chr3	27525374	27525554	2
chr3	27525392	27525897	1
chr3	27525399	27525554	1
chr3	27525409	27525701	2
chr3	27525410	27525474	3
chr3	27525410	27525526	1
chr3	27525451	27525496	1
chr3	27525451	27525519	2
chr3	27525451	27525804	1
chr3	27525460	27525761	2
chr3	27525463	27525496	3
chr3	27525467	27525879	2
chr3	27525485	27525746	1
chr3	27525492	27525576	2
chr3	27525492	27525835	2
chr3	27525492	27525879	1
chr3	27525494	27525574	2
chr3	27525494	27525754	4
chr3	27525496	27525764	1
chr3	27525496	27525869	1
chr3	27525496	27525908	1
chr3	27525497	27525906	7
chr3	27525500	27526059	1
chr3	27525501	27525869	1
chr3	27525506	27525554	2
chr3	27525506	27525689	5
chr3	27525506	27525783	1
chr3	27525510	27525553	1
chr3	27525511	27525677	3
chr3	27525512	27525916	2
chr3	27525517	27525688	2
chr3	27525519	27525553	1
chr3	27525519	27525869	2
chr3	27525521	27525569	2
chr3	27525521	27525960	4
chr3	27525523	27525914	1
chr3	27525523	27525951	1
chr3	27525524	27525688	5
chr3	27525524	27526018	2
chr3	27525525	27525564	1
chr3	27525525	27525886	4
chr3	27525527	27525605	2
chr3	27525527	27525884	1
chr3	27525527	27525950	3
chr3	27525532	27525744	1
chr3	27525532	27525869	1
chr3	27525535	27525869	1
chr3	27525536	27525562	1
chr3	27525536	27525565	1
chr3	27525543	27525977	1
chr3	27525546	27525727	2
chr3	27525551	27525735	2
chr3	27525553	27525869	3
chr3	27525554	27525581	1
chr3	27525554	27525729	1
chr3	27525554	27525769	1
chr3	27525554	27525820	1
chr3	27525554	27525886	2
chr3	27525554	27525913	2
chr3	27525554	27526054	2
chr3	27525556	27526030	1
chr3	27525559	27525594	2
chr3	27525560	27525901	2
chr3	27525564	27525648	2
chr3	27525564	27525841	1
chr3	27525565	27525903	1
chr3	27525569	27525906	1
chr3	27525569	27525916	1
chr3	27525576	27525648	2
chr3	27525576	27525941	2
chr3	27525581	27525896	5
chr3	27525581	27526199	2
chr3	27525589	27525797	3
chr3	27525591	27525916	2
chr3	27525605	27526034	3
chr3	27525607	27526019	2
chr3	27525612	27525797	4
chr3	27525612	27525869	3
chr3	27525615	27525648	4
chr3	27525615	27525658	5
chr3	27525615	27525869	2
chr3	27525646	27526044	2
chr3	27525648	27525670	2
chr3	27525648	27525869	4
chr3	27525648	27525906	1
chr3	27525651	27525711	4
chr3	27525653	27525688	1
chr3	27525653	27525739	2
chr3	27525653	27525903	3
chr3	27525653	27525916	1
chr3	27525653	27526037	1
chr3	27525653	27526126	1
chr3	27525670	27526054	1
chr3	27525672	27525886	2
chr3	27525677	27526075	1
chr3	27525684	27526068	1
chr3	27525688	27525966	2
chr3	27525692	27526074	1
chr3	27525694	27526002	1
chr3	27525697	27525906	1
chr3	27525707	27525906	2
chr3	27525708	27526041	4
chr3	27525708	27526082	2
chr3	27525711	27525843	1
chr3	27525711	27525922	1
chr3	27525713	27526044	1
chr3	27525715	27525759	1
chr3	27525718	27525886	6
chr3	27525718	27526016	2
chr3	27525722	27526067	8
chr3	27525723	27525768	1
chr3	27525723	27525943	1
chr3	27525723	27525972	2
chr3	27525723	27526067	1
chr3	27525724	27526000	5
chr3	27525724	27526044	2
chr3	27525727	27525761	2
chr3	27525727	27526018	2
chr3	27525727	27526043	2
chr3	27525727	27526077	2
chr3	27525728	27525765	2
chr3	27525728	27526034	3
chr3	27525729	27525928	1
chr3	27525730	27525869	5
chr3	27525730	27525945	9
chr3	27525730	27526111	2
chr3	27525731	27525797	1
chr3	27525731	27525833	3
chr3	27525731	27526044	2
chr3	27525732	27525931	2
chr3	27525733	27525856	2
chr3	27525733	27525916	2
chr3	27525733	27525945	8
chr3	27525733	27526067	2
chr3	27525735	27525869	2
chr3	27525735	27526002	2
chr3	27525735	27526136	2
chr3	27525735	27526188	1
chr3	27525740	27525913	1
chr3	27525740	27526030	1
chr3	27525742	27525816	2
chr3	27525742	27525916	4
chr3	27525744	27525791	1
chr3	27525744	27525799	1
chr3	27525744	27525916	1
chr3	27525744	27526009	1
chr3	27525744	27526059	1
chr3	27525746	27526020	4
chr3	27525746	27526034	2
chr3	27525746	27526044	1
chr3	27525746	27526156	1
chr3	27525750	27525832	1
chr3	27525750	27526026	3
chr3	27525750	27526044	1
chr3	27525750	27526074	1
chr3	27525752	27525869	7
chr3	27525752	27525916	1
chr3	27525752	27525930	3
chr3	27525752	27525971	3
chr3	27525752	27525977	2
chr3	27525752	27526039	1
chr3	27525752	27526044	1
chr3	27525752	27526054	3
chr3	27525752	27526075	2
chr3	27525752	27526156	1
chr3	27525752	27526169	2
chr3	27525752	27526189	1
chr3	27525754	27525896	2
chr3	27525754	27525965	2
chr3	27525754	27526041	1
chr3	27525754	27526089	2
chr3	27525758	27525960	5
chr3	27525759	27525797	4
chr3	27525759	27525816	2
chr3	27525759	27525869	5
chr3	27525759	27525943	7
chr3	27525759	27525977	4
chr3	27525759	27526044	4
chr3	27525759	27526054	2
chr3	27525759	27526197	1
chr3	27525761	27525797	1
chr3	27525761	27525804	2
chr3	27525761	27525812	2
chr3	27525761	27525856	1
chr3	27525761	27525869	1
chr3	27525761	27525930	3
chr3	27525761	27526026	4
chr3	27525761	27526039	1
chr3	27525761	27526062	6
chr3	27525761	27526279	1
chr3	27525762	27525825	1
chr3	27525764	27525827	2
chr3	27525764	27525835	1
chr3	27525764	27525916	4
chr3	27525764	27526067	1
chr3	27525765	27525869	1
chr3	27525765	27525901	2
chr3	27525765	27526098	1
chr3	27525766	27525801	1
chr3	27525769	27525835	5
chr3	27525770	27526077	1
chr3	27525771	27525826	5
chr3	27525771	27525869	1
chr3	27525771	27525959	1
chr3	27525771	27526016	1
chr3	27525771	27526088	1
chr3	27525777	27525954	2
chr3	27525777	27525955	9
chr3	27525779	27526004	1
chr3	27525781	27525858	3
chr3	27525782	27525833	2
chr3	27525782	27525834	1
chr3	27525783	27525960	1
chr3	27525783	27526016	3
chr3	27525784	27525843	2
chr3	27525784	27525949	5
chr3	27525784	27526067	1
chr3	27525784	27526122	3
chr3	27525786	27525858	2
chr3	27525786	27525897	2
chr3	27525786	27526018	1
chr3	27525788	27525863	5
chr3	27525788	27526020	3
chr3	27525788	27526142	3
chr3	27525791	27525851	2
chr3	27525791	27526043	1
chr3	27525791	27526054	4
chr3	27525791	27526078	2
chr3	27525791	27526115	2
chr3	27525793	27525869	1
chr3	27525793	27525921	1
chr3	27525797	27525834	2
chr3	27525797	27525886	1
chr3	27525797	27525903	1
chr3	27525797	27525919	2
chr3	27525797	27525965	1
chr3	27525797	27525972	6
chr3	27525797	27526044	2
chr3	27525799	27525886	1
chr3	27525799	27525949	4
chr3	27525799	27526078	2
chr3	27525801	27525869	1
chr3	27525804	27525831	1
chr3	27525804	27526068	3
chr3	27525804	27526142	2
chr3	27525812	27525856	6
chr3	27525812	27525898	4
chr3	27525812	27525920	6
chr3	27525812	27526026	1
chr3	27525812	27526047	2
chr3	27525812	27526074	1
chr3	27525812	27526154	4
chr3	27525812	27526187	6
chr3	27525814	27525869	12
chr3	27525814	27526034	2
chr3	27525814	27526044	1
chr3	27525816	27525965	10
chr3	27525816	27525981	3
chr3	27525816	27526078	1
chr3	27525816	27526321	1
chr3	27525819	27525864	1
chr3	27525820	27525856	3
chr3	27525820	27525869	2
chr3	27525820	27526020	1
chr3	27525820	27526054	1
chr3	27525820	27526067	1
chr3	27525820	27526169	3
chr3	27525820	27526479	1
chr3	27525822	27526026	1
chr3	27525822	27526029	1
chr3	27525822	27526039	2
chr3	27525825	27525979	1
chr3	27525825	27526034	5
chr3	27525825	27526073	2
chr3	27525825	27526109	1
chr3	27525825	27526150	2
chr3	27525825	27526159	1
chr3	27525826	27526039	2
chr3	27525826	27526077	1
chr3	27525830	27525901	6
chr3	27525830	27526031	1
chr3	27525830	27526082	5
chr3	27525830	27526183	3
chr3	27525831	27525863	2
chr3	27525831	27525869	3
chr3	27525831	27525888	2
chr3	27525831	27525896	2
chr3	27525831	27525908	1
chr3	27525831	27525913	1
chr3	27525831	27526174	4
chr3	27525832	27525869	8
chr3	27525832	27525949	3
chr3	27525832	27525999	3
chr3	27525832	27526030	1
chr3	27525833	27526018	6
chr3	27525834	27525863	2
chr3	27525834	27525869	2
chr3	27525834	27526020	1
chr3	27525834	27526124	5
chr3	27525835	27525869	3
chr3	27525835	27525873	1
chr3	27525835	27525898	1
chr3	27525835	27525901	1
chr3	27525835	27525916	6
chr3	27525835	27525943	3
chr3	27525835	27526001	2
chr3	27525835	27526026	4
chr3	27525835	27526034	1
chr3	27525835	27526039	4
chr3	27525835	27526047	2
chr3	27525835	27526067	2
chr3	27525835	27526164	4
chr3	27525835	27526356	1
chr3	27525836	27525874	5
chr3	27525837	27525869	1
chr3	27525837	27525874	2
chr3	27525837	27525898	3
chr3	27525837	27525916	2
chr3	27525837	27526068	1
chr3	27525839	27525869	2
chr3	27525840	27525869	3
chr3	27525840	27526041	8
chr3	27525840	27526088	1
chr3	27525841	27525869	1
chr3	27525841	27525906	3
chr3	27525841	27525916	5
chr3	27525843	27525914	3
chr3	27525843	27525958	1
chr3	27525843	27526049	2
chr3	27525843	27526068	2
chr3	27525843	27526111	1
chr3	27525844	27525903	1
chr3	27525844	27526041	4
chr3	27525844	27526068	2
chr3	27525846	27526121	4
chr3	27525850	27525901	1
chr3	27525853	27526086	2
chr3	27525855	27526072	2
chr3	27525856	27525896	1
chr3	27525856	27525901	1
chr3	27525856	27525902	4
chr3	27525856	27525960	5
chr3	27525856	27525965	3
chr3	27525856	27526009	3
chr3	27525856	27526039	2
chr3	27525856	27526044	1
chr3	27525856	27526052	2
chr3	27525856	27526054	5
chr3	27525856	27526062	2
chr3	27525856	27526067	2
chr3	27525856	27526084	2
chr3	27525857	27525950	1
chr3	27525858	27525908	4
chr3	27525858	27525955	1
chr3	27525858	27526018	3
chr3	27525858	27526174	2
chr3	27525861	27525914	1
chr3	27525861	27525916	1
chr3	27525861	27525954	1
chr3	27525861	27526174	1
chr3	27525862	27526044	3
chr3	27525862	27526077	1
chr3	27525863	27525898	1
chr3	27525863	27525916	5
chr3	27525863	27526030	3
chr3	27525863	27526158	2
chr3	27525863	27526280	2
chr3	27525864	27525886	2
chr3	27525864	27525897	2
chr3	27525864	27525916	3
chr3	27525864	27525921	1
chr3	27525864	27526067	3
chr3	27525864	27526089	2
chr3	27525864	27526121	2
chr3	27525864	27526209	2
chr3	27525869	27525896	4
chr3	27525869	27525901	4
chr3	27525869	27525903	1
chr3	27525869	27525905	2
chr3	27525869	27525906	2
chr3	27525869	27525908	2
chr3	27525869	27525911	3
chr3	27525869	27525915	2
chr3	27525869	27525916	11
chr3	27525869	27525917	2
chr3	27525869	27525919	1
chr3	27525869	27525922	2
chr3	27525869	27525930	2
chr3	27525869	27525936	3
chr3	27525869	27525943	1
chr3	27525869	27525951	1
chr3	27525869	27525955	2
chr3	27525869	27525958	1
chr3	27525869	27525960	5
chr3	27525869	27525961	7
chr3	27525869	27525963	2
chr3	27525869	27525966	3
chr3	27525869	27525971	3
chr3	27525869	27526009	1
chr3	27525869	27526010	4
chr3	27525869	27526014	7
chr3	27525869	27526016	5
chr3	27525869	27526020	7
chr3	27525869	27526026	1
chr3	27525869	27526034	5
chr3	27525869	27526035	7
chr3	27525869	27526039	7
chr3	27525869	27526041	5
chr3	27525869	27526043	8
chr3	27525869	27526044	6
chr3	27525869	27526054	13
chr3	27525869	27526059	4
chr3	27525869	27526067	2
chr3	27525869	27526068	16
chr3	27525869	27526076	5
chr3	27525869	27526079	3
chr3	27525869	27526083	4
chr3	27525869	27526086	6
chr3	27525869	27526088	3
chr3	27525869	27526089	1
chr3	27525869	27526103	6
chr3	27525869	27526104	3
chr3	27525869	27526110	5
chr3	27525869	27526116	2
chr3	27525869	27526126	1
chr3	27525869	27526140	1
chr3	27525869	27526142	1
chr3	27525869	27526150	3
chr3	27525869	27526156	2
chr3	27525869	27526169	11
chr3	27525869	27526174	9
chr3	27525869	27526187	1
chr3	27525869	27526191	3
chr3	27525869	27526239	6
chr3	27525869	27526262	1
chr3	27525869	27526307	4
chr3	27525869	27526316	2
chr3	27525869	27526317	1
chr3	27525871	27525953	3
chr3	27525871	27526067	2
chr3	27525873	27526083	6
chr3	27525873	27526169	1
chr3	27525874	27525906	1
chr3	27525874	27525916	2
chr3	27525874	27525917	2
chr3	27525874	27525985	5
chr3	27525874	27526044	3
chr3	27525874	27526054	4
chr3	27525874	27526059	7
chr3	27525874	27526064	5
chr3	27525874	27526076	5
chr3	27525874	27526104	2
chr3	27525874	27526374	1
chr3	27525878	27526100	2
chr3	27525878	27526126	4
chr3	27525879	27525965	1
chr3	27525879	27525988	1
chr3	27525879	27526034	9
chr3	27525879	27526039	1
chr3	27525879	27526062	1
chr3	27525879	27526105	3
chr3	27525881	27525919	1
chr3	27525883	27525914	1
chr3	27525884	27526039	10
chr3	27525884	27526068	1
chr3	27525884	27526074	1
chr3	27525884	27526266	1
chr3	27525884	27526361	2
chr3	27525886	27525930	3
chr3	27525886	27525941	2
chr3	27525886	27525943	2
chr3	27525886	27525954	1
chr3	27525886	27526007	3
chr3	27525886	27526009	5
chr3	27525886	27526030	5
chr3	27525886	27526039	6
chr3	27525886	27526042	3
chr3	27525886	27526044	7
chr3	27525886	27526049	1
chr3	27525886	27526054	6
chr3	27525886	27526067	4
chr3	27525886	27526078	6
chr3	27525886	27526088	7
chr3	27525886	27526145	5
chr3	27525886	27526167	1
chr3	27525886	27526285	5
chr3	27525886	27526458	2
chr3	27525887	27525960	2
chr3	27525888	27525916	5
chr3	27525888	27525945	4
chr3	27525888	27525960	2
chr3	27525888	27526020	5
chr3	27525888	27526034	1
chr3	27525888	27526085	2
chr3	27525891	27526044	3
chr3	27525892	27526021	3
chr3	27525892	27526059	1
chr3	27525892	27526067	4
chr3	27525892	27526111	5
chr3	27525892	27526241	1
chr3	27525894	27525971	7
chr3	27525896	27525954	1
chr3	27525896	27525961	1
chr3	27525896	27526016	6
chr3	27525896	27526021	5
chr3	27525896	27526024	1
chr3	27525896	27526026	3
chr3	27525896	27526030	5
chr3	27525896	27526031	3
chr3	27525896	27526034	16
chr3	27525896	27526036	3
chr3	27525896	27526039	17
chr3	27525896	27526044	5
chr3	27525896	27526060	1
chr3	27525896	27526064	1
chr3	27525896	27526070	1
chr3	27525896	27526071	2
chr3	27525896	27526111	1
chr3	27525896	27526116	4
chr3	27525896	27526169	2
chr3	27525896	27526273	1
chr3	27525897	27525977	3
chr3	27525897	27526020	2
chr3	27525897	27526026	6
chr3	27525897	27526044	2
chr3	27525897	27526054	3
chr3	27525897	27526083	2
chr3	27525897	27526084	2
chr3	27525897	27526110	3
chr3	27525897	27526133	1
chr3	27525897	27526337	4
chr3	27525898	27525963	1
chr3	27525898	27526026	3
chr3	27525898	27526036	3
chr3	27525898	27526041	2
chr3	27525898	27526164	2
chr3	27525898	27526183	4
chr3	27525899	27525958	4
chr3	27525899	27526067	1
chr3	27525901	27525939	2
chr3	27525901	27525950	1
chr3	27525901	27525958	2
chr3	27525901	27525976	1
chr3	27525901	27526004	2
chr3	27525901	27526010	2
chr3	27525901	27526014	1
chr3	27525901	27526026	7
chr3	27525901	27526034	2
chr3	27525901	27526035	4
chr3	27525901	27526052	5
chr3	27525901	27526054	1
chr3	27525901	27526060	2
chr3	27525901	27526070	4
chr3	27525901	27526072	1
chr3	27525901	27526077	1
chr3	27525901	27526078	3
chr3	27525901	27526079	1
chr3	27525901	27526096	1
chr3	27525901	27526156	1
chr3	27525901	27526160	4
chr3	27525901	27526161	3
chr3	27525901	27526307	5
chr3	27525902	27525966	1
chr3	27525902	27526026	1
chr3	27525903	27525955	5
chr3	27525903	27526016	8
chr3	27525903	27526020	2
chr3	27525903	27526039	19
chr3	27525903	27526041	2
chr3	27525903	27526052	4
chr3	27525903	27526074	4
chr3	27525903	27526111	2
chr3	27525903	27526150	1
chr3	27525903	27526308	1
chr3	27525904	27526041	6
chr3	27525905	27526030	2
chr3	27525905	27526059	2
chr3	27525905	27526088	1
chr3	27525906	27525960	6
chr3	27525906	27525990	1
chr3	27525906	27526020	1
chr3	27525906	27526030	9
chr3	27525906	27526035	2
chr3	27525906	27526041	1
chr3	27525906	27526043	1
chr3	27525906	27526044	2
chr3	27525906	27526054	2
chr3	27525906	27526067	6
chr3	27525906	27526109	5
chr3	27525906	27526111	2
chr3	27525906	27526148	1
chr3	27525906	27526154	1
chr3	27525906	27526169	3
chr3	27525906	27526174	1
chr3	27525908	27526026	4
chr3	27525908	27526060	4
chr3	27525908	27526152	1
chr3	27525908	27526160	2
chr3	27525911	27525959	1
chr3	27525911	27525977	7
chr3	27525911	27526018	1
chr3	27525911	27526030	1
chr3	27525911	27526044	1
chr3	27525911	27526137	1
chr3	27525913	27526030	1
chr3	27525914	27525950	1
chr3	27525914	27526009	1
chr3	27525914	27526030	2
chr3	27525914	27526034	1
chr3	27525914	27526049	2
chr3	27525914	27526067	2
chr3	27525914	27526072	3
chr3	27525915	27525999	1
chr3	27525915	27526004	3
chr3	27525916	27525943	1
chr3	27525916	27525949	1
chr3	27525916	27525954	7
chr3	27525916	27525955	2
chr3	27525916	27525960	2
chr3	27525916	27525965	7
chr3	27525916	27525971	1
chr3	27525916	27525972	3
chr3	27525916	27525976	1
chr3	27525916	27525990	3
chr3	27525916	27526009	1
chr3	27525916	27526014	1
chr3	27525916	27526016	4
chr3	27525916	27526018	1
chr3	27525916	27526026	1
chr3	27525916	27526030	3
chr3	27525916	27526034	3
chr3	27525916	27526036	4
chr3	27525916	27526039	4
chr3	27525916	27526041	1
chr3	27525916	27526042	5
chr3	27525916	27526043	5
chr3	27525916	27526044	5
chr3	27525916	27526052	6
chr3	27525916	27526054	10
chr3	27525916	27526056	2
chr3	27525916	27526067	6
chr3	27525916	27526068	3
chr3	27525916	27526077	2
chr3	27525916	27526080	5
chr3	27525916	27526084	1
chr3	27525916	27526088	11
chr3	27525916	27526093	5
chr3	27525916	27526099	1
chr3	27525916	27526116	3
chr3	27525916	27526137	8
chr3	27525916	27526164	1
chr3	27525916	27526169	4
chr3	27525916	27526199	1
chr3	27525916	27526212	4
chr3	27525917	27525945	1
chr3	27525917	27525953	1
chr3	27525917	27525960	4
chr3	27525917	27525967	3
chr3	27525917	27526016	3
chr3	27525917	27526034	3
chr3	27525917	27526039	6
chr3	27525919	27525972	1
chr3	27525920	27525983	2
chr3	27525921	27525943	2
chr3	27525921	27525964	1
chr3	27525921	27526034	1
chr3	27525921	27526044	1
chr3	27525921	27526059	5
chr3	27525921	27526068	1
chr3	27525921	27526093	6
chr3	27525921	27526110	3
chr3	27525921	27526571	1
chr3	27525922	27526009	2
chr3	27525922	27526044	4
chr3	27525923	27525950	2
chr3	27525925	27525950	1
chr3	27525925	27525959	1
chr3	27525925	27525960	3
chr3	27525925	27526173	1
chr3	27525928	27525976	2
chr3	27525928	27525977	3
chr3	27525928	27526009	1
chr3	27525928	27526026	4
chr3	27525928	27526039	1
chr3	27525928	27526042	1
chr3	27525928	27526056	2
chr3	27525928	27526067	3
chr3	27525928	27526111	1
chr3	27525929	27526016	1
chr3	27525929	27526026	7
chr3	27525929	27526111	1
chr3	27525930	27525960	1
chr3	27525930	27525965	1
chr3	27525930	27525967	2
chr3	27525930	27525994	2
chr3	27525930	27526018	2
chr3	27525930	27526030	1
chr3	27525930	27526035	9
chr3	27525930	27526039	1
chr3	27525930	27526054	2
chr3	27525930	27526068	1
chr3	27525930	27526076	1
chr3	27525930	27526184	5
chr3	27525935	27526044	1
chr3	27525936	27526016	4
chr3	27525936	27526026	2
chr3	27525937	27526010	5
chr3	27525941	27525972	1
chr3	27525941	27525976	4
chr3	27525941	27525977	3
chr3	27525941	27526039	1
chr3	27525941	27526044	1
chr3	27525941	27526074	1
chr3	27525943	27525994	1
chr3	27525943	27526008	1
chr3	27525943	27526009	1
chr3	27525943	27526018	5
chr3	27525943	27526026	4
chr3	27525943	27526030	1
chr3	27525943	27526039	9
chr3	27525943	27526044	6
chr3	27525943	27526054	5
chr3	27525943	27526070	2
chr3	27525943	27526088	2
chr3	27525943	27526122	3
chr3	27525943	27526160	3
chr3	27525943	27526166	2
chr3	27525943	27526212	3
chr3	27525943	27526268	6
chr3	27525943	27526316	2
chr3	27525943	27526334	2
chr3	27525944	27526063	3
chr3	27525945	27525972	1
chr3	27525945	27526026	2
chr3	27525945	27526039	5
chr3	27525945	27526052	3
chr3	27525948	27526054	3
chr3	27525949	27526009	3
chr3	27525949	27526016	1
chr3	27525949	27526134	1
chr3	27525950	27525996	2
chr3	27525950	27526020	2
chr3	27525950	27526026	2
chr3	27525950	27526034	7
chr3	27525950	27526054	1
chr3	27525950	27526060	1
chr3	27525950	27526280	2
chr3	27525950	27526342	2
chr3	27525951	27526009	3
chr3	27525951	27526078	4
chr3	27525953	27525985	2
chr3	27525953	27526018	1
chr3	27525953	27526094	1
chr3	27525954	27526039	5
chr3	27525954	27526044	2
chr3	27525954	27526086	3
chr3	27525954	27526122	1
chr3	27525955	27526034	2
chr3	27525955	27526078	2
chr3	27525955	27526098	1
chr3	27525955	27526100	2
chr3	27525955	27526302	1
chr3	27525958	27526020	3
chr3	27525958	27526044	7
chr3	27525958	27526070	1
chr3	27525959	27526021	1
chr3	27525959	27526034	1
chr3	27525959	27526043	4
chr3	27525959	27526078	2
chr3	27525959	27526212	4
chr3	27525960	27526034	3
chr3	27525960	27526043	6
chr3	27525960	27526044	3
chr3	27525960	27526054	3
chr3	27525960	27526060	1
chr3	27525960	27526067	5
chr3	27525960	27526068	3
chr3	27525960	27526074	4
chr3	27525960	27526093	2
chr3	27525960	27526116	2
chr3	27525960	27526169	11
chr3	27525960	27526257	2
chr3	27525960	27526276	1
chr3	27525960	27526356	3
chr3	27525961	27526039	3
chr3	27525961	27526076	1
chr3	27525964	27526026	1
chr3	27525965	27526026	3
chr3	27525965	27526034	6
chr3	27525965	27526039	6
chr3	27525965	27526041	1
chr3	27525965	27526054	5
chr3	27525965	27526067	10
chr3	27525965	27526068	5
chr3	27525965	27526070	4
chr3	27525965	27526080	1
chr3	27525965	27526152	2
chr3	27525965	27526169	5
chr3	27525965	27526247	3
chr3	27525966	27526009	1
chr3	27525966	27526043	1
chr3	27525966	27526448	1
chr3	27525967	27526044	4
chr3	27525971	27526081	6
chr3	27525971	27526152	1
chr3	27525971	27526339	2
chr3	27525972	27526034	2
chr3	27525972	27526054	2
chr3	27525972	27526056	2
chr3	27525972	27526082	2
chr3	27525972	27526132	3
chr3	27525976	27526016	2
chr3	27525976	27526039	2
chr3	27525976	27526044	2
chr3	27525976	27526049	1
chr3	27525976	27526054	1
chr3	27525976	27526056	6
chr3	27525976	27526060	3
chr3	27525976	27526088	2
chr3	27525976	27526115	1
chr3	27525976	27526140	2
chr3	27525976	27526286	3
chr3	27525976	27526356	1
chr3	27525977	27526018	1
chr3	27525977	27526022	1
chr3	27525977	27526024	2
chr3	27525977	27526026	2
chr3	27525977	27526035	3
chr3	27525977	27526067	1
chr3	27525977	27526078	2
chr3	27525977	27526116	3
chr3	27525977	27526157	1
chr3	27525977	27526169	10
chr3	27525977	27526179	1
chr3	27525981	27526026	2
chr3	27525981	27526115	6
chr3	27525983	27526169	6
chr3	27525985	27526193	2
chr3	27525986	27526076	4
chr3	27525988	27526054	1
chr3	27525988	27526059	1
chr3	27525988	27526504	1
chr3	27525990	27526026	1
chr3	27525990	27526093	4
chr3	27525990	27526156	1
chr3	27525990	27526164	1
chr3	27525990	27526178	2
chr3	27525990	27526212	5
chr3	27525993	27526089	3
chr3	27525993	27526104	1
chr3	27525994	27526150	2
chr3	27525995	27526034	1
chr3	27525999	27526067	1
chr3	27526002	27526276	2
chr3	27526002	27526336	1
chr3	27526003	27526084	1
chr3	27526003	27526273	1
chr3	27526004	27526037	1
chr3	27526004	27526082	1
chr3	27526004	27526313	3
chr3	27526009	27526030	2
chr3	27526009	27526039	2
chr3	27526009	27526041	1
chr3	27526009	27526054	4
chr3	27526009	27526067	2
chr3	27526009	27526078	1
chr3	27526009	27526088	3
chr3	27526009	27526108	1
chr3	27526009	27526176	5
chr3	27526009	27526188	1
chr3	27526010	27526039	1
chr3	27526010	27526262	1
chr3	27526010	27526340	2
chr3	27526012	27526116	4
chr3	27526014	27526041	3
chr3	27526014	27526077	1
chr3	27526016	27526044	1
chr3	27526016	27526067	9
chr3	27526016	27526074	3
chr3	27526016	27526076	6
chr3	27526016	27526116	10
chr3	27526016	27526150	1
chr3	27526016	27526157	6
chr3	27526016	27526169	5
chr3	27526016	27526176	1
chr3	27526016	27526432	1
chr3	27526018	27526043	1
chr3	27526018	27526054	2
chr3	27526018	27526067	3
chr3	27526018	27526078	3
chr3	27526018	27526088	1
chr3	27526018	27526093	2
chr3	27526018	27526150	1
chr3	27526018	27526159	2
chr3	27526018	27526162	2
chr3	27526019	27526078	2
chr3	27526020	27526067	3
chr3	27526020	27526077	6
chr3	27526020	27526078	10
chr3	27526020	27526155	1
chr3	27526020	27526169	3
chr3	27526020	27526183	8
chr3	27526020	27526193	9
chr3	27526020	27526207	1
chr3	27526021	27526052	3
chr3	27526025	27526070	3
chr3	27526025	27526116	1
chr3	27526026	27526052	1
chr3	27526026	27526059	1
chr3	27526026	27526067	2
chr3	27526026	27526078	2
chr3	27526026	27526081	2
chr3	27526026	27526099	3
chr3	27526026	27526110	3
chr3	27526026	27526111	1
chr3	27526026	27526126	3
chr3	27526026	27526137	1
chr3	27526026	27526150	5
chr3	27526026	27526161	4
chr3	27526026	27526169	1
chr3	27526026	27526319	1
chr3	27526026	27526324	1
chr3	27526026	27526479	1
chr3	27526030	27526058	1
chr3	27526030	27526067	1
chr3	27526030	27526068	1
chr3	27526030	27526076	4
chr3	27526030	27526077	3
chr3	27526030	27526079	1
chr3	27526030	27526080	2
chr3	27526030	27526088	9
chr3	27526030	27526089	2
chr3	27526030	27526090	5
chr3	27526030	27526093	1
chr3	27526030	27526106	3
chr3	27526030	27526108	6
chr3	27526030	27526111	2
chr3	27526030	27526126	1
chr3	27526030	27526150	1
chr3	27526030	27526155	5
chr3	27526030	27526164	2
chr3	27526030	27526169	1
chr3	27526030	27526201	1
chr3	27526030	27526239	1
chr3	27526030	27526297	1
chr3	27526030	27526307	1
chr3	27526030	27526327	1
chr3	27526031	27526207	1
chr3	27526033	27526111	2
chr3	27526034	27526067	6
chr3	27526034	27526077	1
chr3	27526034	27526078	3
chr3	27526034	27526082	2
chr3	27526034	27526093	5
chr3	27526034	27526111	2
chr3	27526034	27526116	4
chr3	27526034	27526150	7
chr3	27526034	27526152	3
chr3	27526034	27526159	1
chr3	27526034	27526161	1
chr3	27526034	27526262	5
chr3	27526034	27526307	11
chr3	27526034	27526384	2
chr3	27526034	27526480	2
chr3	27526035	27526078	2
chr3	27526035	27526093	5
chr3	27526035	27526104	5
chr3	27526035	27526120	4
chr3	27526035	27526352	2
chr3	27526035	27526506	2
chr3	27526035	27526878	1
chr3	27526036	27526065	2
chr3	27526036	27526078	1
chr3	27526036	27526150	2
chr3	27526037	27526089	4
chr3	27526037	27526120	3
chr3	27526037	27526152	1
chr3	27526039	27526067	4
chr3	27526039	27526072	2
chr3	27526039	27526088	2
chr3	27526039	27526091	1
chr3	27526039	27526096	4
chr3	27526039	27526109	1
chr3	27526039	27526111	1
chr3	27526039	27526116	7
chr3	27526039	27526122	1
chr3	27526039	27526126	1
chr3	27526039	27526137	2
chr3	27526039	27526142	1
